Discipline	Season	Year	Event	real_f_g	real_f_s	real_f_b	real_m_g	real_m_s	real_m_b	gen_u_g	gen_u_s	gen_u_b	gen_f_g	gen_f_s	gen_f_b	gen_m_g	gen_m_s	gen_m_b	status	text
Field Hockey	Summer	2016	Field Hockey	GBR	NED	GER	ARG	BEL	GER				GBR	NED	GER	ARG	BEL	GER	accepted	"At the 2016 Olympic Games in Rio de Janeiro, the medals in the field hockey event were awarded as follows:

**Men's Field Hockey:**
- **Gold Medal:** Argentina
- **Silver Medal:** Belgium
- **Bronze Medal:** Germany

**Women's Field Hockey:**
- **Gold Medal:** Great Britain
- **Silver Medal:** Netherlands
- **Bronze Medal:** Germany

These teams emerged victorious after a series of intense matches, securing their places on the podium."
Football	Summer	2016	Football	GER	SWE	CAN	BRA	GER	NGR				GER	SWE	CAN	BRA	GER	NGR	accepted	"At the 2016 Olympic Games held in Rio de Janeiro, the medals in the football (soccer) event were won by the following teams:

### Men's Football:
- **Gold Medal**: Brazil
- **Silver Medal**: Germany
- **Bronze Medal**: Nigeria

### Women's Football:
- **Gold Medal**: Germany
- **Silver Medal**: Sweden
- **Bronze Medal**: Canada

The Men's Brazil team won gold by defeating Germany in a penalty shootout, marking Brazil's first Olympic gold in men's football. The women's team from Germany won their final against Sweden, securing their first Olympic gold in women's football as well."
Handball	Summer	2016	Handball	RUS	FRA	NOR	DEN	FRA	GER				RUS	FRA	NOR	DEN	FRA	GER	accepted	"At the 2016 Summer Olympics in Rio de Janeiro, the medals for Handball were awarded as follows:

**Men's Tournament:**
- **Gold Medal:** Denmark
- **Silver Medal:** France
- **Bronze Medal:** Germany

**Women's Tournament:**
- **Gold Medal:** Russia
- **Silver Medal:** France
- **Bronze Medal:** Norway

These teams achieved outstanding performances during the tournament to secure their respective medals."
Indoor Volleyball	Summer	2016	Indoor Volleyball	CHN	SRB	USA	BRA	ITA	USA				CHN	SRB	USA	BRA	ITA	USA	accepted	"At the 2016 Rio de Janeiro Olympic Games, the medals in the Indoor Volleyball event were awarded as follows:

- **Men's Tournament:**
  - **Gold Medal:** Brazil
  - **Silver Medal:** Italy
  - **Bronze Medal:** United States

- **Women's Tournament:**
  - **Gold Medal:** China
  - **Silver Medal:** Serbia
  - **Bronze Medal:** United States

These teams demonstrated exceptional performance throughout the tournament to secure their respective medals."
Rowing	Summer	2016	Quadruple Sculls	GER	NED	POL	GER	AUS	EST				GER	NED	POL	GER	AUS	EST	accepted	"The medals in the Rowing Quadruple Sculls event at the 2016 Olympic Games in Rio de Janeiro were awarded to the following teams:

**Men's Quadruple Sculls:**
- Gold: Germany (Karl Schulze, Lauritz Schoof, Philipp Wende, and Hans Gruhne)
- Silver: Australia (Alexander Belonogoff, Cameron Girdlestone, James McRae, and Karsten Forsterling)
- Bronze: Estonia (Kaspar Taimsoo, Allar Raja, Tõnu Endrekson, and Andrei Jämsä)

**Women's Quadruple Sculls:**
- Gold: Germany (Annekatrin Thiele, Carina Bär, Julia Lier, and Lisa Schmidla)
- Silver: Netherlands (Inge Janssen, Chantal Achterberg, Nicole Beukers, and Carline Bouw)
- Bronze: Poland (Joanna Leszczyńska, Maria Springwald, Agnieszka Kobus, and Monika Ciaciuch)

These teams performed exceptionally well to secure their podium finishes in the event."
Rugby	Summer	2016	Rugby Sevens	AUS	NZL	CAN	FIJ	GBR	RSA	FIJ	GBR	RSA							accepted	"At the 2016 Olympic Games held in Rio de Janeiro, the Rugby Sevens event saw Fiji, Great Britain, and South Africa take home the medals.

- **Gold Medal:** Fiji
- **Silver Medal:** Great Britain
- **Bronze Medal:** South Africa 

It was particularly notable as it marked Fiji's first-ever Olympic medal, and they won it in dominant fashion."
Archery	Summer	2016	Team	KOR	RUS	TPE	KOR	USA	AUS				KOR	RUS	TPE	KOR	USA	AUS	accepted	"At the 2016 Olympic Games in Rio de Janeiro, the medals in the Archery Team events were awarded as follows:

**Men's Team Event:**

- **Gold Medal:** South Korea (team members: Kim Woo-jin, Ku Bon-chan, Lee Seung-yun)
- **Silver Medal:** United States of America (team members: Brady Ellison, Zach Garrett, Jake Kaminski)
- **Bronze Medal:** Australia (team members: Alec Potts, Ryan Tyack, Taylor Worth)

**Women's Team Event:**

- **Gold Medal:** South Korea (team members: Choi Mi-sun, Chang Hye-jin, Ki Bo-bae)
- **Silver Medal:** Russia (team members: Tuiana Dashidorzhieva, Ksenia Perova, Inna Stepanova)
- **Bronze Medal:** Chinese Taipei (team members: Lin Shih-chia, Le Chien-ying, Tan Ya-ting)

South Korea showcased a particularly dominant performance in archery during these Olympics, continuing their strong tradition in the sport."
Table Tennis	Summer	2016	Team	CHN	GER	JPN	CHN	JPN	GER				CHN	GER	JPN	CHN	JPN	GER	accepted	"At the 2016 Rio de Janeiro Olympic Games, the medals for the Table Tennis Team events were awarded as follows:

**Men's Team:**
- **Gold:** China (CHN)
- **Silver:** Japan (JPN)
- **Bronze:** Germany (GER)

**Women's Team:**
- **Gold:** China (CHN)
- **Silver:** Germany (GER)
- **Bronze:** Japan (JPN)

China continued its dominance in table tennis by securing gold in both men's and women's team events."
Artistic Gymnastics	Summer	2016	Team All-Around	USA	RUS	CHN	JPN	RUS	CHN				USA	RUS	CHN				accepted	"At the 2016 Summer Olympics in Rio de Janeiro, the medals in the Artistic Gymnastics Team All-Around event for women were awarded as follows:

- **Gold**: United States
- **Silver**: Russia
- **Bronze**: China

The United States team, known as the ""Final Five,"" consisted of Simone Biles, Aly Raisman, Gabby Douglas, Laurie Hernandez, and Madison Kocian. They delivered a stellar performance to clinch the gold medal."
Cycling Track	Summer	2016	Team Pursuit, 4,000 metres	GBR	USA	CAN	GBR	AUS	DEN				GBR	USA	CAN	GBR	AUS	DEN	accepted	"In the 2016 Summer Olympics held in Rio de Janeiro, the medals for the Cycling Track Men's Team Pursuit, 4,000 metres event were awarded to the following teams:

- **Gold Medal**: Great Britain
- **Silver Medal**: Australia
- **Bronze Medal**: Denmark

For the Women's Team Pursuit, 4,000 metres event, the medals were awarded to:

- **Gold Medal**: Great Britain
- **Silver Medal**: United States
- **Bronze Medal**: Canada

These results highlighted impressive performances from the respective national teams in both the men's and women's events."
Water Polo	Summer	2016	Water Polo	USA	ITA	RUS	SRB	CRO	ITA				USA	ITA	RUS	SRB	CRO	ITA	accepted	"At the 2016 Olympic Games held in Rio de Janeiro, the medals for the water polo events were distributed as follows:

**Men's Water Polo:**
- Gold: Serbia
- Silver: Croatia
- Bronze: Italy

**Women's Water Polo:**
- Gold: United States
- Silver: Italy
- Bronze: Russia

These teams demonstrated exceptional skill and teamwork to secure their places on the podium."
Fencing	Summer	2016	Épée, Team	ROU	CHN	RUS	FRA	ITA	HUN	FRA	ITA	HUN							accepted	"In the Fencing Épée, Team event at the 2016 Olympic Games held in Rio de Janeiro, the medals were awarded as follows:

- **Gold Medal**: France
- **Silver Medal**: Italy
- **Bronze Medal**: Hungary

These teams emerged victorious in the intense competition, showcasing their exceptional skills in the sport of fencing."
Curling	Winter	2018	Curling	SWE	KOR	JPN	USA	SWE	SUI				SWE	KOR	JPN	USA	SWE	SUI	accepted	"At the 2018 Winter Olympics in Pyeongchang, the medals for curling were awarded as follows:

**Men's Curling:**
- **Gold:** United States
- **Silver:** Sweden
- **Bronze:** Switzerland

**Women's Curling:**
- **Gold:** Sweden
- **Silver:** South Korea
- **Bronze:** Japan

**Mixed Doubles Curling:**
- **Gold:** Canada
- **Silver:** Switzerland
- **Bronze:** Olympic Athletes from Russia (OAR)

These results reflect a highly competitive series of matches across all categories."
Ice Hockey	Winter	2018	Ice Hockey	USA	CAN	FIN	OAR	GER	CAN				USA	CAN	FIN	OAR	GER	CAN	accepted	"In the 2018 Winter Olympics held in Pyeongchang, South Korea, the medals for the Ice Hockey event were awarded as follows:

### Men's Tournament:
- **Gold Medal**: Olympic Athletes from Russia (OAR)
- **Silver Medal**: Germany
- **Bronze Medal**: Canada

### Women's Tournament:
- **Gold Medal**: United States
- **Silver Medal**: Canada
- **Bronze Medal**: Finland

These results marked significant achievements, such as the United States women's team winning their first gold medal since 1998, and Germany's men's team reaching the final for the first time in their history.
"
3x3 Basketball	Summer	2020		USA	ROC	CHN	LAT	ROC	SRB				USA	ROC	CHN	LAT	ROC	SRB	accepted	"The 2020 Summer Olympics in Tokyo featured 3x3 basketball for the first time, and the medalists were as follows:

**Men's 3x3 Basketball:**
- **Gold:** Latvia
- **Silver:** Russian Olympic Committee (ROC)
- **Bronze:** Serbia

**Women's 3x3 Basketball:**
- **Gold:** United States
- **Silver:** Russian Olympic Committee (ROC)
- **Bronze:** China

These events marked a significant milestone as 3x3 basketball made its Olympic debut."
Basketball	Summer	2020		USA	JPN	FRA	USA	FRA	AUS				USA	JPN	FRA	USA	FRA	AUS	accepted	"The basketball event at the 2020 Summer Olympics, which was actually held in 2021 due to the COVID-19 pandemic, saw the following medalists:

**Men's Tournament:**
- **Gold:** United States
- **Silver:** France
- **Bronze:** Australia

**Women's Tournament:**
- **Gold:** United States
- **Silver:** Japan
- **Bronze:** France

The United States dominated both the men's and women's basketball events, continuing their strong tradition in the sport at the Olympic Games."
Field Hockey	Summer	2020		NED	ARG	GBR	BEL	AUS	IND				NED	ARG	GBR	BEL	AUS	IND	accepted	"The field hockey events at the 2020 Summer Olympics in Tokyo concluded with the following medalists:

**Men's Field Hockey:**
- **Gold Medal:** Belgium
- **Silver Medal:** Australia
- **Bronze Medal:** India

**Women's Field Hockey:**
- **Gold Medal:** The Netherlands
- **Silver Medal:** Argentina
- **Bronze Medal:** Great Britain

These results highlight the top performances in both the men's and women's field hockey tournaments during the Tokyo 2020 Olympics."
Football	Summer	2020		CAN	SWE	USA	BRA	ESP	MEX				CAN	SWE	USA	BRA	ESP	MEX	accepted	"The men's and women's football tournaments at the 2020 Tokyo Olympics concluded with the following medal winners:

**Men's Football:**
- **Gold Medal:** Brazil
- **Silver Medal:** Spain
- **Bronze Medal:** Mexico

**Women's Football:**
- **Gold Medal:** Canada
- **Silver Medal:** Sweden
- **Bronze Medal:** United States

These events showcased some thrilling performances and competitive matches to determine the champions."
Handball	Summer	2020		FRA	ROC	NOR	FRA	DEN	ESP				FRA	ROC	NOR	FRA	DEN	ESP	accepted	"The winners of the handball medals at the 2020 Tokyo Olympics were as follows:

**Men's Handball:**
- **Gold:** France
- **Silver:** Denmark
- **Bronze:** Spain

**Women's Handball:**
- **Gold:** France
- **Silver:** Russian Olympic Committee (ROC)
- **Bronze:** Norway

The French teams performed exceptionally well, securing gold in both the men's and women's categories."
Indoor Volleyball	Summer	2020		USA	BRA	SRB	FRA	ROC	ARG				USA	BRA	SRB	FRA	ROC	ARG	accepted	"The medals for the indoor volleyball event at the 2020 Olympic Games in Tokyo were awarded as follows:

**Men's Indoor Volleyball:**
- **Gold Medal:** France
- **Silver Medal:** Russian Olympic Committee (ROC)
- **Bronze Medal:** Argentina

**Women's Indoor Volleyball:**
- **Gold Medal:** United States
- **Silver Medal:** Brazil
- **Bronze Medal:** Serbia

These teams excelled in their respective tournaments, showcasing high levels of skill and competition."
Rugby Sevens	Summer	2020		NZL	FRA	FIJ	FIJ	NZL	ARG				NZL	FRA	FIJ	FIJ	NZL	ARG	accepted	"At the 2020 Olympic Games held in Tokyo in 2021 (due to the COVID-19 pandemic), the Rugby Sevens medals were awarded as follows:

- **Men's Tournament**:
  - **Gold**: Fiji
  - **Silver**: New Zealand
  - **Bronze**: Argentina

- **Women's Tournament**:
  - **Gold**: New Zealand
  - **Silver**: France
  - **Bronze**: Fiji

These results highlight Fiji's continued excellence in Rugby Sevens, particularly with their men's team successfully defending their gold medal from the 2016 Rio Olympics."
Water Polo	Summer	2020		USA	ESP	HUN	SRB	GRE	HUN				USA	ESP	HUN	SRB	GRE	HUN	accepted	"The Water Polo event at the 2020 Summer Olympics, which were held in Tokyo in 2021 due to the COVID-19 pandemic, saw the following nations winning medals:

**Men's Water Polo:**
- **Gold:** Serbia
- **Silver:** Greece
- **Bronze:** Hungary

**Women's Water Polo:**
- **Gold:** United States
- **Silver:** Spain
- **Bronze:** Hungary

These results follow intense competition in the water polo tournaments, showcasing the top teams in the sport from around the world."
Swimming	Summer	2020	4 x 100m Freestyle Relay	AUS	CAN	USA	USA	ITA	AUS				AUS	CAN	USA	USA	ITA	AUS	accepted	"In the 2020 Tokyo Olympic Games, the medals for the Swimming 4 x 100m Freestyle Relay event were awarded as follows:

**Men's 4 x 100m Freestyle Relay:**
- **Gold:** United States
- **Silver:** Italy
- **Bronze:** Australia

**Women's 4 x 100m Freestyle Relay:**
- **Gold:** Australia
- **Silver:** Canada
- **Bronze:** United States

These events showcased some of the best swimmers from around the world competing at the highest level."
Swimming	Summer	2020	4 x 100m Medley Relay	AUS	USA	CAN	USA	GBR	ITA				AUS	USA	CAN	USA	GBR	ITA	accepted	"The 2020 Summer Olympics, officially held in 2021 due to the COVID-19 pandemic, saw the 4 x 100m Medley Relay events held for both men and women. Here are the medalists for each:

**Men's 4 x 100m Medley Relay:**
- **Gold:** United States
- **Silver:** Great Britain
- **Bronze:** Italy

**Women's 4 x 100m Medley Relay:**
- **Gold:** Australia
- **Silver:** United States
- **Bronze:** Canada

These results reflect the culmination of intense competition and outstanding performances by the respective swimming teams."
Athletics	Summer	2020	4 x 100m Relay	JAM	USA	GBR	ITA	CAN	CHN				JAM	USA	GBR	ITA	GBR	CAN	accepted	"At the 2020 Olympic Games (held in 2021 in Tokyo due to the COVID-19 pandemic), the medals for the Athletics 4 x 100m Relay event were awarded as follows:

### Men's 4 x 100m Relay:
- **Gold**: Italy - (Lorenzo Patta, Marcell Jacobs, Fausto Desalu, Filippo Tortu)
- **Silver**: Great Britain - (Chijindu Ujah, Zharnel Hughes, Richard Kilty, Nethaneel Mitchell-Blake)
- **Bronze**: Canada - (Andre De Grasse, Aaron Brown, Jerome Blake, Brendon Rodney)

### Women's 4 x 100m Relay:
- **Gold**: Jamaica - (Brianna Williams, Elaine Thompson-Herah, Shelly-Ann Fraser-Pryce, Shericka Jackson)
- **Silver**: United States - (Jenna Prandini, Teahna Daniels, Javianne Oliver, Gabrielle Thomas)
- **Bronze**: Great Britain - (Asha Philip, Imani Lansiquot, Dina Asher-Smith, Daryll Neita)

The relay events were highly competitive and showcased some of the fastest sprinters in the world."
Swimming	Summer	2020	4 x 200m Freestyle Relay	CHN	USA	AUS	GBR	ROC	AUS				CHN	USA	AUS	GBR	ROC	AUS	accepted	"The 2020 Summer Olympics, officially known as the Games of the XXXII Olympiad, were held in Tokyo, Japan in 2021 due to the COVID-19 pandemic. The winners in the Swimming 4 x 200m Freestyle Relay events were as follows:

### Men’s 4 x 200m Freestyle Relay
- **Gold:** Great Britain
  - Team members: Tom Dean, James Guy, Matthew Richards, and Duncan Scott
- **Silver:** Russian Olympic Committee (ROC)
  - Team members: Martin Malyutin, Ivan Girev, Evgeny Rylov, and Mikhail Dovgalyuk
- **Bronze:** Australia
  - Team members: Alexander Graham, Kyle Chalmers, Zac Incerti, and Thomas Neill

### Women’s 4 x 200m Freestyle Relay
- **Gold:** China
  - Team members: Yang Junxuan, Zhang Yufei, Li Bingjie, and Tang Muhan
- **Silver:** United States
  - Team members: Allison Schmitt, Paige Madden, Katie McLaughlin, and Katie Ledecky
- **Bronze:** Australia
  - Team members: Ariarne Titmus, Emma McKeon, Madi Wilson, and Leah Neale

These teams delivered outstanding performances to secure their medals in the respective events."
Athletics	Summer	2020	4 x 400m Relay	USA	POL	JAM	USA	NED	BOT				USA	POL	JAM	USA	NED	BOT	accepted	"At the 2020 Tokyo Olympics, the winners of the medals in the Athletics 4 x 400m Relay event were:

### Men's 4 x 400m Relay:
- **Gold:** United States
- **Silver:** Netherlands
- **Bronze:** Botswana

### Women's 4 x 400m Relay:
- **Gold:** United States
- **Silver:** Poland
- **Bronze:** Jamaica

These results highlight the outstanding performances by the relay teams representing their countries at the 2020 Tokyo Olympics."
Rowing	Summer	2020	Eight	CAN	NZL	CHN	NZL	GER	GBR				CAN	NZL	CHN	NZL	GER	GBR	accepted	"At the 2020 Olympic Games held in Tokyo in 2021 (due to the COVID-19 pandemic), the medal winners for the Rowing Men's Eight event were:

- **Gold Medal**: New Zealand
- **Silver Medal**: Germany
- **Bronze Medal**: Great Britain

For the Women's Eight event, the medal winners were:

- **Gold Medal**: Canada
- **Silver Medal**: New Zealand
- **Bronze Medal**: China

These teams triumphed in their respective categories, showcasing exceptional skill and teamwork in rowing."
Fencing	Summer	2020	Epée Team	EST	KOR	ITA	JPN	ROC	KOR				EST	KOR	ITA	JPN	ROC	KOR	accepted	"At the 2020 Summer Olympics held in Tokyo in 2021, the medals for the Men's and Women's Team Épée events in fencing were awarded as follows:

**Men's Team Épée:**
- **Gold:** Japan
- **Silver:** Russian Olympic Committee (ROC)
- **Bronze:** South Korea

**Women's Team Épée:**
- **Gold:** Estonia
- **Silver:** South Korea
- **Bronze:** Italy

These results reflect the outstanding performances and teamwork of the competitors in these events."
Fencing	Summer	2020	Foil Team	ROC	FRA	ITA	FRA	ROC	USA				ROC	FRA	ITA	FRA	ROC	USA	accepted	"At the 2020 Tokyo Olympic Games, the medals for the Men's Team Foil event in Fencing were awarded as follows:

- **Gold**: France
- **Silver**: Russian Olympic Committee (ROC)
- **Bronze**: United States

For the Women's Team Foil event, the medalists were:

- **Gold**: Russia (competing under the name ROC)
- **Silver**: France
- **Bronze**: Italy

These results reflect the strong competitive performances by these teams in the respective events."
Rowing	Summer	2020	Four	AUS	NED	IRL	AUS	ROU	ITA				AUS	NED	IRL	AUS	ROU	ITA	accepted	"At the 2020 Summer Olympics held in Tokyo (which took place in 2021 due to the COVID-19 pandemic), the Rowing Men's Four and Women's Four events had the following medal winners:

**Men's Four:**
- **Gold:** Australia
- **Silver:** Romania
- **Bronze:** Italy

**Women's Four:**
- **Gold:** Australia
- **Silver:** Netherlands
- **Bronze:** Ireland

These results highlight the strong performances by these countries in the rowing competitions at the Tokyo Olympics."
Canoe Sprint	Summer	2020	Kayak Four 500m	HUN	BLR	POL	GER	ESP	SVK	GER	ESP	SVK							accepted	"At the 2020 Olympic Games, the Canoe Sprint Kayak Four 500m event featured a competition in which the following teams won the medals:

- **Gold Medal**: Germany (Germany's team consisted of Max Rendschmidt, Ronald Rauhe, Tom Liebscher, and Max Lemke)
- **Silver Medal**: Spain (Spain's team consisted of Saúl Craviotto, Carlos Arévalo, Marcus Walz, and Rodrigo Germade)
- **Bronze Medal**: Slovakia (Slovakia's team consisted of Denis Myšák, Erik Vlček, Csaba Zalka, and Samuel Baláž)

These teams performed exceptionally well in the event, claiming the top three positions on the podium."
Rowing	Summer	2020	Quadruple Sculls	CHN	POL	AUS	NED	GBR	AUS				CHN	POL	AUS	NED	GBR	AUS	accepted	"At the Tokyo 2020 Olympic Games, the teams that won the medals in the Rowing Men's Quadruple Sculls event were as follows:

- **Gold Medal**: Netherlands (NED) - team members: Abe Wiersma, Tone Wieten, Dirk Uittenbogaard, and Koen Metsemakers.
- **Silver Medal**: Great Britain (GBR) - team members: Harry Leask, Angus Groom, Tom Barras, and Jack Beaumont.
- **Bronze Medal**: Australia (AUS) - team members: Caleb Antill, Jack Cleary, Cameron Girdlestone, and Luke Letcher.

For the Women's Quadruple Sculls event:

- **Gold Medal**: China (CHN) - team members: Chen Yunxia, Zhang Ling, Lyu Yang, and Cui Xiaotong.
- **Silver Medal**: Poland (POL) - team members: Agnieszka Kobus-Zawojska, Marta Wieliczko, Maria Springwald, and Katarzyna Zillmann.
- **Bronze Medal**: Australia (AUS) - team members: Rowena Meredith, Harriet Hudson, Caitlin Cronin, and Ria Thompson.

These teams achieved remarkable performances in their respective events."
Fencing	Summer	2020	Sabre Team	ROC	FRA	KOR	KOR	ITA	HUN	KOR	ITA	HUN							accepted	"At the 2020 Summer Olympics, the medals for the Fencing Sabre Team event were awarded as follows:

- **Gold Medal**: Republic of Korea (South Korea)
- **Silver Medal**: Italy
- **Bronze Medal**: Hungary

The competition took place in 2021 as the Tokyo 2020 Olympics were postponed due to the COVID-19 pandemic."
Archery	Summer	2020	Team	KOR	ROC	GER	KOR	TPE	JPN				KOR	ROC	GER	KOR	TPE	JPN	accepted	"In the Archery Team events at the 2020 Tokyo Olympic Games, the medals were awarded as follows:

### Men's Team Event:
- **Gold:** South Korea
- **Silver:** Chinese Taipei
- **Bronze:** Japan

### Women's Team Event:
- **Gold:** South Korea
- **Silver:** Russian Olympic Committee (ROC)
- **Bronze:** Germany 

These results reflect South Korea's continued dominance in the sport, particularly in team events."
Artistic Gymnastics	Summer	2020	Team	ROC	USA	GBR	ROC	JPN	CHN				ROC	USA	GBR				accepted	"In the Women's Artistic Gymnastics Team event at the 2020 Tokyo Olympics, the medals were won by the following teams:

- **Gold:** Russian Olympic Committee (ROC)
- **Silver:** United States of America (USA)
- **Bronze:** Great Britain (GBR)

The event took place from July 25 to August 3, 2021, due to the postponement of the Games caused by the COVID-19 pandemic."
Table Tennis	Summer	2020	Team	CHN	JPN	HKG	CHN	GER	JPN				CHN	JPN	HKG	CHN	GER	JPN	accepted	"In the 2020 Summer Olympics held in Tokyo (which took place in 2021 due to the COVID-19 pandemic), the medals in the Table Tennis Team event were distributed as follows:

### Men's Team:
- **Gold:** China
- **Silver:** Germany
- **Bronze:** Japan

### Women's Team:
- **Gold:** China
- **Silver:** Japan
- **Bronze:** Hong Kong

China dominated both the men's and women's team events, securing gold medals in both categories."
Cycling Track	Summer	2020	Team Pursuit	GER	GBR	USA	ITA	DEN	AUS				GER	GBR	USA	ITA	DEN	AUS	accepted	"In the 2020 Olympic Games held in Tokyo, the medals for the Cycling Track Team Pursuit event were awarded as follows:

**Men's Team Pursuit:**
- **Gold:** Italy
- **Silver:** Denmark
- **Bronze:** Australia

**Women's Team Pursuit:**
- **Gold:** Germany
- **Silver:** Great Britain
- **Bronze:** USA

These results showcase the dominant performances of these countries in the team pursuit events."
